Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD2064,-0.03336134585550418,3,2,5,1,0.3103325200240474,0,0,5,2,2,0,1,1,0,2,0,4,1
STUD2065,0.6990501987219684,1,0,1,0,-0.9633490725228332,4,1,5,0,0,1,2,1,1,2,0,5,0
STUD2066,-0.2164642319998723,0,2,2,0,-0.32650827624939294,3,0,3,2,0,0,3,0,1,0,0,2,0
STUD2067,1.614564629443809,3,2,1,0,-0.008087878112672791,4,0,0,0,1,1,3,0,1,2,1,1,1
STUD2068,1.614564629443809,0,1,6,0,1.584014112570928,1,1,0,1,4,0,1,0,1,2,0,5,1
STUD2069,-0.2164642319998723,3,1,4,0,-0.008087878112672791,0,1,0,1,1,0,2,2,1,0,1,1,0
STUD2070,-0.2164642319998723,1,0,1,1,-0.32650827624939294,4,1,0,0,1,1,2,2,0,2,0,5,0
STUD2071,-0.03336134585550418,3,0,4,0,-1.6001898687962735,4,1,1,0,1,0,1,1,1,1,0,3,0
STUD2072,-0.7657728904329767,3,0,5,1,1.584014112570928,4,0,6,2,3,1,4,0,0,1,1,3,0
STUD2073,-1.4981844350104492,3,0,5,0,-1.2817694706595533,4,0,0,0,2,1,0,0,1,2,0,4,0
STUD2074,0.6990501987219684,1,0,1,1,0.6287529181607675,2,0,2,2,2,0,1,1,1,2,0,5,1
STUD2075,-0.03336134585550418,0,1,0,0,-1.2817694706595533,1,0,3,0,0,1,3,0,1,2,1,4,0
STUD2076,1.2483588571550728,1,0,0,1,0.6287529181607675,4,1,5,2,4,0,0,2,0,2,1,5,1
STUD2077,1.0652559710107046,2,0,2,1,-0.9633490725228332,4,1,3,0,0,1,2,1,0,1,1,4,0
STUD2078,0.8821530848663365,1,2,3,0,-1.2817694706595533,1,1,1,1,3,1,0,2,0,2,1,3,0
STUD2079,0.6990501987219684,2,1,1,1,0.6287529181607675,1,0,2,2,2,0,0,2,0,0,1,5,0
STUD2080,-1.3150815488660812,2,0,6,0,-0.9633490725228332,0,0,6,2,1,0,2,2,0,2,0,3,1
STUD2081,-0.5826700042886086,0,1,0,1,0.9471733162974876,3,0,1,0,4,0,4,2,0,0,1,1,0
STUD2082,-0.39956711814424045,3,1,6,0,1.584014112570928,1,0,3,1,0,0,4,0,1,0,1,3,1
STUD2083,-0.39956711814424045,0,1,5,0,-1.6001898687962735,3,1,2,0,0,1,4,2,0,2,0,3,1
STUD2084,-1.3150815488660812,2,2,0,0,0.3103325200240474,0,0,6,2,4,1,0,2,1,2,1,2,1
STUD2085,0.14974154028886394,1,0,1,1,0.9471733162974876,1,0,1,0,4,0,4,1,0,1,0,4,0
STUD2086,0.3328444264332321,2,0,1,0,-0.32650827624939294,4,0,6,2,2,1,4,2,0,2,1,1,1
STUD2087,-1.131978662721713,3,1,5,0,-0.008087878112672791,3,1,1,1,4,1,4,0,0,2,1,1,1
STUD2088,-0.9488757765773448,0,2,6,0,0.6287529181607675,1,1,3,2,1,1,3,0,0,0,1,4,1
STUD2089,-1.131978662721713,1,2,3,0,0.6287529181607675,4,0,2,2,3,1,2,1,0,1,1,3,0
STUD2090,1.0652559710107046,1,2,4,1,1.2655937144342078,4,1,3,2,1,0,4,2,0,1,0,4,1
STUD2091,-0.39956711814424045,3,0,1,1,-0.9633490725228332,4,0,4,1,1,0,4,2,0,0,0,0,1
STUD2092,-0.5826700042886086,3,0,5,1,-1.6001898687962735,0,1,6,1,1,0,1,2,0,0,0,5,1
STUD2093,-0.2164642319998723,1,0,3,0,-1.2817694706595533,0,0,3,0,1,1,3,2,1,1,0,0,0
STUD2094,-1.3150815488660812,1,0,3,0,1.2655937144342078,4,0,4,1,4,1,4,0,0,1,1,1,1
STUD2095,0.14974154028886394,2,0,6,0,-0.008087878112672791,0,1,3,1,0,1,1,1,1,1,0,5,1
STUD2096,0.8821530848663365,3,2,3,1,-0.32650827624939294,3,1,6,2,0,0,2,0,0,0,1,3,0
STUD2097,0.6990501987219684,3,2,1,1,-0.9633490725228332,2,0,5,0,1,0,3,0,0,2,1,4,0
STUD2098,1.614564629443809,1,0,2,1,-0.008087878112672791,2,0,5,2,4,1,3,0,1,1,0,1,0
STUD2099,0.5159473125776002,3,2,1,0,-0.9633490725228332,2,0,2,2,4,0,2,1,1,2,1,5,0
STUD2100,0.3328444264332321,3,0,4,1,-0.32650827624939294,0,1,6,0,0,0,0,1,0,2,0,5,0
STUD2101,-0.39956711814424045,0,0,1,1,-0.32650827624939294,4,0,3,1,4,0,4,1,1,0,1,4,0
STUD2102,0.8821530848663365,0,2,6,0,-0.32650827624939294,3,1,5,2,3,0,0,0,1,2,1,2,0
STUD2103,0.3328444264332321,3,0,5,0,0.3103325200240474,3,0,5,2,2,0,4,2,1,2,1,0,1
STUD2104,-0.2164642319998723,1,2,3,1,0.9471733162974876,4,0,2,1,3,0,2,2,1,0,0,4,0
STUD2105,0.8821530848663365,3,2,5,0,-0.6449286743861131,4,1,2,2,2,0,3,1,1,1,1,5,1
STUD2106,-0.7657728904329767,3,0,5,1,1.2655937144342078,2,0,4,2,4,1,2,2,0,0,0,4,0
STUD2107,-0.03336134585550418,2,2,6,1,1.2655937144342078,3,1,3,2,1,1,3,1,0,0,1,0,1
STUD2108,-1.3150815488660812,2,0,6,1,1.2655937144342078,0,1,5,2,2,1,0,2,1,0,0,0,1
STUD2109,-0.2164642319998723,0,1,4,0,-0.008087878112672791,2,1,4,1,0,1,3,0,0,2,0,5,1
STUD2110,0.14974154028886394,1,2,4,0,0.6287529181607675,0,0,3,2,0,1,2,1,1,0,0,1,1
STUD2111,0.5159473125776002,0,1,3,1,-0.32650827624939294,4,0,6,0,2,1,2,2,1,2,0,0,0
STUD2112,0.8821530848663365,2,0,0,0,-0.32650827624939294,4,0,0,2,4,1,3,0,0,1,0,0,0
STUD2113,1.4314617432994408,2,1,2,1,1.2655937144342078,4,0,1,2,1,1,4,1,1,0,1,0,1
STUD2114,-0.39956711814424045,2,2,0,0,-1.2817694706595533,2,1,2,2,2,1,1,2,0,2,0,5,1
STUD2115,-0.7657728904329767,1,0,6,0,1.584014112570928,3,0,5,1,2,1,4,1,1,0,1,5,1
STUD2116,0.6990501987219684,1,2,0,1,-1.6001898687962735,0,0,2,2,4,0,4,2,0,2,0,2,0
STUD2117,0.5159473125776002,3,2,5,0,-0.9633490725228332,0,1,2,1,3,0,3,0,1,2,1,3,0
STUD2118,-0.2164642319998723,1,0,3,0,-0.6449286743861131,0,0,3,1,2,1,3,2,0,0,1,3,1
STUD2119,-1.131978662721713,2,0,0,0,-1.2817694706595533,0,1,3,0,1,0,2,1,0,0,0,4,0
STUD2120,-0.9488757765773448,1,0,1,0,-1.2817694706595533,2,1,5,2,2,1,0,2,1,0,1,5,0
STUD2121,1.2483588571550728,3,0,2,1,-0.32650827624939294,4,1,3,0,0,1,4,2,1,1,0,3,0
STUD2122,-0.9488757765773448,0,2,4,1,0.6287529181607675,1,0,6,0,0,0,2,1,1,0,1,2,0
STUD2123,0.5159473125776002,3,0,0,0,-1.2817694706595533,3,0,3,1,3,0,1,2,1,1,0,1,1
STUD2124,-1.131978662721713,2,2,2,0,1.2655937144342078,3,1,4,0,0,0,4,2,1,2,0,2,1
STUD2125,0.8821530848663365,1,1,0,0,-0.008087878112672791,0,1,4,0,2,0,2,2,0,0,0,2,1
STUD2126,-0.5826700042886086,1,1,0,1,1.2655937144342078,1,1,5,1,1,0,4,2,1,0,1,1,1
STUD2127,-1.131978662721713,3,1,1,1,-0.008087878112672791,3,1,5,1,1,1,1,1,1,2,1,5,1
STUD2128,-0.2164642319998723,2,2,3,0,0.9471733162974876,3,0,2,0,1,0,2,2,1,2,0,2,1
STUD2129,-0.39956711814424045,3,0,1,1,-0.008087878112672791,3,0,5,2,0,0,0,0,0,0,1,5,0
STUD2130,1.614564629443809,3,0,4,0,0.6287529181607675,3,0,2,0,0,0,3,0,0,0,1,5,0
STUD2131,0.14974154028886394,0,0,2,0,-0.9633490725228332,2,1,1,1,1,1,0,0,1,2,0,1,1
STUD2132,-0.5826700042886086,2,0,4,1,-0.32650827624939294,1,0,4,1,0,1,0,1,0,2,0,3,1
STUD2133,0.8821530848663365,3,2,2,1,0.3103325200240474,1,1,0,1,4,0,1,0,1,0,1,2,1
STUD2134,-1.3150815488660812,0,0,5,0,-0.6449286743861131,4,1,5,2,0,1,1,0,1,2,1,0,1
STUD2135,-0.2164642319998723,0,2,5,0,-0.008087878112672791,3,1,4,0,1,1,4,1,1,2,1,4,1
STUD2136,-0.03336134585550418,2,2,5,1,0.6287529181607675,1,0,2,2,2,0,1,0,1,1,0,3,1
STUD2137,-0.03336134585550418,0,2,4,0,-0.6449286743861131,3,0,5,2,3,0,3,0,0,2,1,5,1
STUD2138,0.8821530848663365,3,2,6,0,1.2655937144342078,3,1,6,2,2,1,3,1,0,1,1,5,1
STUD2139,0.5159473125776002,1,0,0,0,0.9471733162974876,0,0,2,1,2,0,4,2,0,2,1,2,0
STUD2140,-1.3150815488660812,1,0,2,1,1.2655937144342078,1,0,0,2,0,1,3,1,1,2,0,2,0
STUD2141,-0.7657728904329767,0,1,3,1,0.6287529181607675,1,0,0,0,1,0,2,2,1,1,0,1,1
STUD2142,-1.3150815488660812,1,2,6,0,-0.008087878112672791,1,0,1,2,3,1,4,2,1,0,1,5,1
STUD2143,0.3328444264332321,0,0,5,1,0.3103325200240474,1,0,3,2,2,1,2,0,1,2,0,5,1
STUD2144,0.14974154028886394,3,1,5,0,-0.9633490725228332,3,1,6,1,0,1,4,2,1,1,1,3,0
STUD2145,0.8821530848663365,3,2,4,1,-0.32650827624939294,2,0,1,1,3,0,2,0,1,0,0,1,0
STUD2146,1.614564629443809,1,2,6,0,1.584014112570928,0,0,4,2,0,1,3,2,1,1,1,4,1
STUD2147,-0.2164642319998723,3,0,5,1,-1.2817694706595533,4,0,5,1,0,0,2,0,0,1,0,1,1
STUD2148,1.4314617432994408,2,0,4,0,1.584014112570928,4,1,3,1,0,1,0,1,1,0,1,2,1
STUD2149,0.6990501987219684,1,1,0,0,0.9471733162974876,1,0,3,1,0,0,2,2,1,2,0,1,0
STUD2150,-1.3150815488660812,1,1,6,0,0.6287529181607675,4,1,6,0,4,1,0,1,0,1,0,4,0
STUD2151,-0.2164642319998723,3,1,5,1,-0.32650827624939294,4,1,0,2,0,0,1,1,0,1,1,2,0
STUD2152,-0.5826700042886086,2,1,5,0,-0.32650827624939294,0,1,4,1,1,1,0,2,0,0,1,4,1
STUD2153,1.4314617432994408,1,0,4,0,-0.6449286743861131,1,0,3,1,2,0,4,0,0,1,0,0,1
STUD2154,-1.131978662721713,3,0,2,0,0.9471733162974876,1,0,0,2,0,0,1,1,0,2,1,5,0
STUD2155,-0.9488757765773448,1,0,5,0,1.2655937144342078,4,0,6,1,0,1,4,0,1,1,0,0,0
STUD2156,1.614564629443809,1,0,5,0,-0.9633490725228332,2,1,5,0,0,0,4,0,1,1,0,5,1
STUD2157,-0.03336134585550418,2,0,0,0,1.584014112570928,4,0,3,1,3,0,1,0,0,0,1,0,1
STUD2158,-1.131978662721713,2,1,2,1,-0.9633490725228332,3,0,6,2,2,1,1,1,1,2,0,2,0
STUD2159,-1.6812873211548174,0,2,0,0,1.584014112570928,2,0,2,1,4,0,4,1,0,2,0,0,0
STUD2160,-1.4981844350104492,1,2,0,0,-0.008087878112672791,3,0,6,2,4,0,2,2,0,1,1,0,0
STUD2161,-1.6812873211548174,1,0,6,0,-0.9633490725228332,1,1,5,2,4,1,1,2,0,1,1,4,0
STUD2162,-1.4981844350104492,2,2,4,0,0.6287529181607675,0,0,5,1,1,0,4,1,0,0,0,5,0
STUD2163,-1.3150815488660812,0,1,2,1,0.3103325200240474,0,0,4,0,0,0,2,2,1,0,0,1,0
STUD2164,0.14974154028886394,1,0,4,0,-1.6001898687962735,4,0,2,2,4,1,4,0,0,2,1,3,1
STUD2165,1.4314617432994408,2,2,5,0,-0.9633490725228332,0,0,4,1,1,1,1,1,1,1,0,1,1
STUD2166,-1.4981844350104492,3,0,1,0,-1.6001898687962735,0,1,3,0,3,1,4,2,1,0,0,2,1
STUD2167,0.14974154028886394,0,2,2,0,1.2655937144342078,4,0,5,2,1,0,0,0,0,2,1,1,0
STUD2168,1.0652559710107046,0,0,1,1,0.9471733162974876,0,0,4,2,4,1,1,2,0,2,1,4,1
STUD2169,-0.2164642319998723,2,0,2,0,-0.008087878112672791,0,1,6,2,0,0,0,1,0,2,0,5,0
STUD2170,0.8821530848663365,1,0,1,0,0.3103325200240474,0,0,5,0,3,0,3,0,0,0,1,3,0
STUD2171,0.8821530848663365,0,1,5,1,-0.9633490725228332,0,0,4,2,1,1,0,2,1,2,1,2,0
STUD2172,-1.4981844350104492,2,0,6,1,1.2655937144342078,2,0,0,0,1,0,0,2,0,1,0,0,0
STUD2173,0.5159473125776002,0,0,3,1,-1.6001898687962735,2,1,3,1,4,1,3,1,0,2,0,3,0
STUD2174,1.0652559710107046,1,2,6,0,-0.32650827624939294,3,0,3,0,4,0,0,1,0,1,1,3,0
STUD2175,-1.4981844350104492,3,0,4,1,-1.6001898687962735,4,0,1,0,3,1,0,1,0,1,1,4,0
STUD2176,-1.131978662721713,0,1,1,1,1.584014112570928,3,0,1,2,2,1,0,2,1,2,0,5,0
STUD2177,1.4314617432994408,3,0,1,1,1.2655937144342078,0,0,4,1,3,0,1,0,0,0,1,4,0
STUD2178,-0.5826700042886086,2,2,5,1,-0.9633490725228332,1,0,4,1,4,0,4,1,1,2,0,0,0
STUD2179,-1.6812873211548174,0,2,6,0,-0.6449286743861131,3,0,2,1,0,0,2,2,0,0,0,1,1
STUD2180,0.6990501987219684,0,0,3,1,0.6287529181607675,1,0,6,1,1,0,1,0,0,0,0,2,0
STUD2181,-1.4981844350104492,2,2,1,1,0.6287529181607675,0,0,2,1,2,0,4,1,0,1,0,2,1
STUD2182,0.6990501987219684,1,1,6,1,0.3103325200240474,0,0,6,0,3,0,4,1,0,2,0,0,1
STUD2183,1.2483588571550728,1,2,2,0,-1.2817694706595533,2,1,3,0,1,1,4,2,1,2,1,3,1
STUD2184,-0.39956711814424045,1,0,0,1,0.6287529181607675,1,0,5,1,2,0,2,1,1,1,0,1,1
STUD2185,1.0652559710107046,3,1,3,1,0.3103325200240474,3,1,0,0,2,1,1,1,0,2,0,1,1
STUD2186,-0.5826700042886086,1,0,3,1,-0.32650827624939294,3,1,1,2,4,1,1,1,0,1,1,5,1
STUD2187,0.14974154028886394,2,2,4,1,1.584014112570928,4,1,6,2,4,1,3,0,0,2,0,4,1
STUD2188,-1.3150815488660812,2,2,1,1,1.2655937144342078,0,1,0,2,1,0,0,1,0,2,1,4,0
STUD2189,1.2483588571550728,0,2,3,1,1.2655937144342078,1,1,1,0,2,0,3,0,0,0,0,1,0
STUD2190,-0.2164642319998723,3,1,1,1,-0.32650827624939294,0,0,4,1,1,0,1,1,1,2,0,3,1
STUD2191,-1.4981844350104492,0,0,1,1,-1.2817694706595533,4,1,6,2,4,1,1,2,1,1,1,5,0
STUD2192,-1.3150815488660812,3,2,0,0,-0.32650827624939294,1,1,3,2,1,1,2,0,1,1,1,4,1
STUD2193,-1.3150815488660812,3,2,2,0,0.9471733162974876,3,0,1,2,4,0,1,2,1,0,0,0,0
STUD2194,-0.2164642319998723,3,0,4,1,0.3103325200240474,1,0,0,2,0,1,3,0,1,1,1,5,1
STUD2195,0.3328444264332321,2,1,5,1,-0.6449286743861131,3,1,2,0,1,1,1,0,1,0,0,2,1
STUD2196,0.14974154028886394,3,0,5,0,-1.6001898687962735,2,0,2,2,0,1,1,0,0,2,1,0,1
STUD2197,-0.03336134585550418,3,1,4,0,0.3103325200240474,4,1,4,1,4,0,0,1,0,2,0,0,0
STUD2198,-0.7657728904329767,2,1,5,0,0.6287529181607675,2,1,5,1,2,0,2,0,1,2,1,2,1
STUD2199,0.5159473125776002,0,0,4,1,-1.2817694706595533,4,1,2,1,4,0,3,0,0,0,1,5,0
STUD2200,0.14974154028886394,3,1,4,1,-0.32650827624939294,4,1,3,2,3,0,4,0,1,1,1,3,1
STUD2201,0.8821530848663365,2,2,5,0,0.9471733162974876,4,0,1,1,3,1,0,2,1,0,0,2,0
STUD2202,-1.131978662721713,1,1,1,1,1.2655937144342078,2,0,6,0,0,0,2,2,1,0,0,0,1
STUD2203,-0.03336134585550418,3,0,1,1,-0.008087878112672791,1,0,1,0,3,1,1,2,1,0,1,1,1
STUD2204,0.6990501987219684,3,0,5,0,0.9471733162974876,3,0,5,1,1,1,0,0,1,0,0,0,1
STUD2205,-0.2164642319998723,0,2,1,1,1.2655937144342078,0,1,6,0,1,0,1,1,1,2,1,0,0
STUD2206,-1.6812873211548174,1,1,4,1,-1.2817694706595533,0,1,5,2,2,1,2,0,1,2,0,3,0
STUD2207,-1.131978662721713,0,0,5,1,-0.9633490725228332,0,1,6,0,1,0,4,0,1,1,1,4,1
STUD2208,0.14974154028886394,1,1,1,0,-1.6001898687962735,1,0,3,1,0,0,0,1,1,2,1,0,0
STUD2209,-0.2164642319998723,2,1,4,1,-1.6001898687962735,2,1,5,2,4,0,4,0,0,1,1,1,1
STUD2210,0.14974154028886394,0,1,6,0,-0.6449286743861131,3,0,0,1,4,1,0,1,0,1,0,0,1
STUD2211,-0.5826700042886086,3,2,6,1,-0.008087878112672791,0,1,3,0,0,0,4,0,1,2,0,5,1
STUD2212,0.8821530848663365,2,2,1,1,0.9471733162974876,1,1,6,1,4,0,2,2,0,0,0,3,0
STUD2213,-1.6812873211548174,2,1,5,0,-0.32650827624939294,4,1,2,2,1,0,1,2,0,2,0,3,0
STUD2214,1.0652559710107046,0,2,1,1,-1.2817694706595533,1,0,3,2,2,1,0,1,0,1,1,5,0
STUD2215,-1.131978662721713,1,0,3,0,0.3103325200240474,2,0,4,1,4,1,0,0,1,2,1,0,1
STUD2216,-0.2164642319998723,3,1,1,1,-1.2817694706595533,1,1,0,0,4,0,0,2,0,0,0,4,1
STUD2217,-0.39956711814424045,1,1,1,0,0.9471733162974876,2,1,5,0,1,0,3,1,0,2,1,5,0
STUD2218,-1.3150815488660812,0,1,5,1,1.2655937144342078,0,0,6,0,4,0,2,2,0,1,0,0,0
STUD2219,0.8821530848663365,3,2,4,1,-0.9633490725228332,1,1,2,1,0,1,0,2,0,2,0,4,1
STUD2220,0.3328444264332321,1,0,0,0,1.2655937144342078,4,0,2,1,4,0,4,0,1,2,0,0,1
STUD2221,0.3328444264332321,2,0,0,1,-0.32650827624939294,1,1,4,1,0,1,0,2,0,1,1,5,0
STUD2222,0.3328444264332321,2,2,0,0,1.2655937144342078,3,1,3,0,4,1,2,2,1,1,0,3,1
STUD2223,-0.39956711814424045,1,1,2,1,0.9471733162974876,2,0,2,2,4,0,3,0,1,2,0,0,0
STUD2224,1.2483588571550728,1,1,1,1,0.3103325200240474,4,1,3,1,3,0,4,1,1,0,1,1,0
STUD2225,0.5159473125776002,3,0,1,1,-1.6001898687962735,0,1,4,0,4,1,2,0,0,1,1,1,0
STUD2226,0.6990501987219684,2,1,1,1,1.2655937144342078,0,1,3,1,2,1,1,1,0,2,0,1,0
STUD2227,1.2483588571550728,2,2,4,1,0.3103325200240474,1,1,6,0,4,0,3,0,1,1,1,4,0
STUD2228,1.2483588571550728,1,2,5,1,0.6287529181607675,3,1,4,1,2,1,4,1,1,1,1,2,1
STUD2229,0.5159473125776002,1,2,6,0,-0.32650827624939294,4,0,3,0,4,0,2,2,0,2,1,3,0
STUD2230,-0.7657728904329767,1,2,2,1,-0.32650827624939294,2,1,3,0,3,1,2,0,1,1,1,5,1
STUD2231,0.8821530848663365,3,0,1,1,-0.6449286743861131,0,0,3,1,2,1,3,0,1,0,0,1,0
STUD2232,0.5159473125776002,3,2,1,1,1.2655937144342078,1,0,4,1,0,0,2,1,0,0,0,0,0
STUD2233,1.0652559710107046,3,1,1,0,-1.2817694706595533,4,0,2,0,3,1,4,1,0,2,1,0,1
STUD2234,0.14974154028886394,1,2,3,1,-0.6449286743861131,4,0,2,2,4,0,1,0,0,2,0,4,1
STUD2235,0.5159473125776002,0,1,1,1,-0.008087878112672791,3,1,6,1,3,1,3,1,1,2,0,4,1
STUD2236,-1.4981844350104492,1,0,1,0,-0.6449286743861131,4,0,4,1,3,0,0,0,0,0,0,2,0
STUD2237,0.3328444264332321,0,1,6,0,-1.6001898687962735,4,0,3,2,3,1,2,0,0,2,1,3,1
STUD2238,0.3328444264332321,1,1,2,1,-0.32650827624939294,2,0,6,2,2,0,3,1,1,0,0,2,0
STUD2239,0.8821530848663365,0,2,6,0,1.584014112570928,0,1,4,1,0,0,3,1,0,1,1,5,1
STUD2240,-1.3150815488660812,1,1,3,1,-0.6449286743861131,2,0,5,0,2,0,3,1,1,0,1,1,1
STUD2241,-0.03336134585550418,1,2,3,1,0.6287529181607675,0,1,1,2,3,1,3,0,1,0,1,5,0
STUD2242,-1.4981844350104492,1,2,2,0,0.3103325200240474,4,0,6,2,2,0,0,0,1,1,1,2,0
STUD2243,0.14974154028886394,0,2,3,0,-1.6001898687962735,2,0,4,0,1,0,1,0,0,2,0,1,1
STUD2244,-0.7657728904329767,2,2,1,0,-0.32650827624939294,0,1,2,1,0,0,4,0,1,1,1,3,0
STUD2245,0.8821530848663365,2,1,0,1,-0.32650827624939294,0,0,5,2,2,1,3,0,0,2,1,1,0
STUD2246,-0.2164642319998723,1,0,4,1,-0.32650827624939294,2,1,6,2,0,0,2,0,0,2,0,5,0
STUD2247,-0.5826700042886086,0,1,0,1,-0.6449286743861131,4,1,0,1,0,1,4,0,0,2,1,4,0
STUD2248,-1.3150815488660812,0,0,0,1,0.9471733162974876,3,0,0,1,2,0,3,0,1,1,0,5,1
STUD2249,-0.9488757765773448,0,1,2,1,-0.32650827624939294,0,1,6,1,4,1,0,1,1,2,1,4,1
STUD2250,-1.131978662721713,1,1,1,1,-0.008087878112672791,4,1,5,1,2,1,0,0,0,0,0,3,1
STUD2251,1.4314617432994408,3,0,3,1,-0.6449286743861131,0,0,2,2,3,0,3,1,1,0,1,2,0
STUD2252,1.614564629443809,1,2,3,1,-0.6449286743861131,1,1,1,0,3,1,4,1,1,2,0,4,1
STUD2253,-1.6812873211548174,1,0,2,0,1.2655937144342078,0,1,4,2,1,0,0,2,1,1,0,5,0
STUD2254,1.4314617432994408,2,1,5,0,-0.9633490725228332,0,1,4,1,4,1,1,2,0,2,0,4,1
STUD2255,1.0652559710107046,2,2,4,1,-0.6449286743861131,2,1,5,0,3,1,2,1,1,2,1,0,0
STUD2256,1.2483588571550728,1,1,4,1,0.3103325200240474,1,1,6,2,0,1,3,2,0,1,1,0,0
STUD2257,0.5159473125776002,2,0,6,1,-0.6449286743861131,3,0,3,1,1,1,2,2,0,0,0,2,0
STUD2258,-0.2164642319998723,1,0,2,1,-0.6449286743861131,1,1,5,0,2,0,2,2,1,1,1,3,0
STUD2259,0.8821530848663365,1,1,2,1,-1.6001898687962735,3,0,2,1,2,0,4,1,0,2,1,4,0
STUD2260,0.3328444264332321,0,2,0,0,-0.008087878112672791,0,1,6,1,0,0,4,1,1,2,0,5,0
STUD2261,0.6990501987219684,1,2,5,0,-0.6449286743861131,1,0,4,1,0,1,0,0,1,2,0,1,1
STUD2262,1.0652559710107046,1,2,4,0,-1.6001898687962735,1,0,1,1,1,1,4,1,1,0,0,4,0
STUD2263,1.614564629443809,3,0,0,1,0.3103325200240474,0,1,5,2,2,1,3,0,1,0,1,0,1
STUD2264,-0.5826700042886086,2,2,6,1,-0.008087878112672791,4,1,5,0,3,1,0,1,0,2,1,5,1
STUD2265,-0.7657728904329767,2,1,3,0,0.3103325200240474,4,1,1,0,1,1,3,0,0,1,0,0,1
STUD2266,0.6990501987219684,2,1,6,0,0.3103325200240474,2,0,1,0,0,1,2,1,1,1,1,2,1
STUD2267,1.614564629443809,0,0,1,0,-1.6001898687962735,3,1,1,0,1,1,0,2,0,2,1,0,1
STUD2268,-0.2164642319998723,1,0,0,0,1.2655937144342078,0,0,0,1,1,0,3,1,1,0,1,4,1
STUD2269,-0.7657728904329767,0,2,3,1,0.3103325200240474,2,0,2,0,0,0,2,2,0,2,0,2,0
STUD2270,-1.6812873211548174,2,0,6,1,-0.6449286743861131,4,1,5,2,2,1,4,1,0,1,1,0,1
STUD2271,1.0652559710107046,2,0,5,1,1.2655937144342078,0,1,5,2,3,0,3,0,0,0,1,2,1
STUD2272,0.3328444264332321,1,2,0,1,0.9471733162974876,0,0,3,0,3,1,1,0,0,1,0,3,0
STUD2273,-0.7657728904329767,2,2,1,0,-1.6001898687962735,3,0,3,1,0,0,3,0,1,2,1,3,0
STUD2274,0.5159473125776002,1,2,5,1,-0.6449286743861131,2,1,5,2,4,1,4,2,0,1,1,2,1
STUD2275,-1.4981844350104492,3,0,0,0,-1.6001898687962735,2,0,2,1,3,1,1,0,1,0,0,4,0
STUD2276,-0.5826700042886086,0,2,3,0,1.584014112570928,1,1,3,0,1,1,1,2,1,2,0,1,0
STUD2277,-1.3150815488660812,3,0,2,0,-1.2817694706595533,1,0,6,2,3,0,4,2,0,1,1,3,0
STUD2278,-1.131978662721713,0,0,4,1,-0.32650827624939294,3,0,2,1,2,0,1,2,1,1,1,5,0
STUD2279,-0.7657728904329767,0,1,6,1,-0.32650827624939294,3,1,5,1,2,1,1,0,1,2,0,0,1
STUD2280,1.4314617432994408,0,2,2,1,0.9471733162974876,0,0,4,2,0,1,1,0,1,2,0,0,1
STUD2281,1.4314617432994408,0,2,0,0,0.9471733162974876,0,1,4,2,4,0,4,1,0,2,0,4,1
STUD2282,-0.7657728904329767,0,1,1,0,-0.32650827624939294,4,0,4,0,1,0,3,1,1,0,1,5,1
STUD2283,0.14974154028886394,1,1,1,0,0.6287529181607675,0,1,1,0,2,0,0,1,1,0,1,0,0
STUD2284,-0.9488757765773448,3,0,1,1,-0.6449286743861131,1,0,5,2,4,1,1,2,1,1,1,5,1
STUD2285,0.14974154028886394,1,1,6,0,-1.6001898687962735,2,1,1,1,2,1,4,1,0,1,1,1,0
STUD2286,1.2483588571550728,2,1,2,1,0.3103325200240474,3,0,4,1,3,0,0,1,0,0,0,5,0
STUD2287,1.0652559710107046,0,0,3,0,-1.2817694706595533,2,0,4,2,3,1,0,1,0,2,1,4,1
STUD2288,-0.03336134585550418,1,1,4,1,0.6287529181607675,2,1,5,0,3,0,3,1,0,1,0,1,0
STUD2289,0.3328444264332321,1,1,4,1,-0.32650827624939294,4,1,3,0,4,1,0,2,1,1,1,0,0
STUD2290,0.8821530848663365,2,1,0,1,0.9471733162974876,2,0,4,2,3,0,0,2,0,2,0,4,0
STUD2291,0.3328444264332321,2,2,0,1,0.3103325200240474,3,0,3,2,3,1,0,2,1,2,0,2,1
STUD2292,-0.7657728904329767,0,1,2,0,1.2655937144342078,2,0,3,0,3,0,1,2,0,2,1,4,0
STUD2293,-0.39956711814424045,2,1,1,0,1.584014112570928,4,0,6,1,1,0,2,1,1,2,1,4,1
STUD2294,-0.5826700042886086,1,0,2,0,-0.008087878112672791,3,0,0,0,0,0,3,0,0,0,0,4,1
STUD2295,-1.3150815488660812,3,0,4,0,0.9471733162974876,0,1,0,2,2,1,1,1,1,1,0,5,1
STUD2296,-0.7657728904329767,0,1,3,0,-0.9633490725228332,2,1,5,2,4,0,1,2,0,2,1,0,0
